"","q_num","status_description","way_forward","file"
"260","4.1b","Status description:The Australian Government is providing $13 billion to implement the Basin Plan, which includes funding for IWRM elements. As at 31 December 2019, $9 billion has been spent with $4 billion remaining to be spent to 30 June 2024.Around $1 billion is being provided for recurring costs associated with water reform activities for the period of 2007-08 to 2023-24. This funding will also cover program delivery, implementation and Australian Government water policy functions.","Way forward:Ongoing and pro-active support for full implementation of the Basin Plan by the 30 June 2024 target is required by Basin jurisdictions. Adequate funding is essential to complete the task and this is constantly monitored and addressed by the Australian Government in Commonwealth budget cycles. ","Australia_651_2020_EN_Final_12.08.2020.docx"
"261","4.2a","Status description: In Australia, states and territories are primarily responsible for managing water resources in their jurisdiction, including making decision and building, operating and maintaining water infrastructure (e.g. dams, water supply and sewerage treatment systems). For example, The New South Wales (NSW) Government recently announced a $1 billion Safe and Secure Program. This program will target water and sewerage projects in regional NSW to ensure infrastructure meets contemporary standards for water security, public health, environmental and safety outcomes into the future. It will provide co-funding to successful applicants such as local councils, water utilities, water corporations and prescribed dam owners for detailed planning and construction activities to install, augment or decommission water and sewerage infrastructure.Australia’s first full-scale Groundwater Replenishment Scheme is located in Western Australia and recharges recycled water in Perth’s aquifers. In 2016, the Western Australia Government committed $262 million to expand the Beenyup Wastewater Treatment plant used to recharge the aquifer system. Queensland Government’s SEQ Water Grid is valued at around $9 billion and allows the movement of treated drinking water around the region. It consists of dams, treatment plants, a desalination plant, water reservoirs, supply pipelines and pump stations.  Victoria also has a Water Grid which consists of dams, reservoirs, weirs and the Victorian Desalination Project. In 2018, the Victorian Government established the Water Grid Partnership. The partnership builds on government investment including the $80.6 million South West Loddon Pipeline, $85.2 million East Grampians Pipeline and $43 million Lance Creek Water Connection.In 2018, the Tasmanian Government committed $400 million into stormwater and sewerage infrastructure in Launceston.  Over a number of years in South Australia, a number of significant partnership programs between the Australian and South Australian Governments have been implemented or are underway, particularly focussed on measures to improve and support agricultural productivity, the long term resilience of wetlands and floodplains and improve the efficiency and effectiveness of environmental water use - with a particular focus on the Murray Darling Basin.Decision making around the operation and use of infrastructure, particularly large environmental water infrastructure, requires investment in various forms of monitoring. State recurrent investment is often required for ongoing operations, maintenance and monitoring of infrastructure constructed under joint State and Australian Government programs to manage the asset portfolio, to cover resourcing, asset condition and maintenance strategies, and asset renewal.The Australian Government has also been co-investing with state governments, through the NWIDF,  to accelerate the construction of major water infrastructure projects such as dams, weirs, pipelines, managed aquifer recharge, and waste water treatment and reuse schemes to provide affordable and secure water supplies to support the growth of regional economies and communities across Australia.","Way forward: ","Australia_651_2020_EN_Final_12.08.2020.docx"
"262","4.2b","Status description: In Australia, states and territories are generally responsible for managing water resources in their jurisdiction, including making decision and building, operating and maintaining water infrastructure (e.g. dams, water supply and sewerage treatment systems). The National Water Initiative (NWI) sets out pricing principles for the recovery of capital expenditure, urban water tariffs, recovering the costs of water planning and management activities, recycled water and storm water use. The framework for water pricing in the NWI has been generally deployed and implemented in most states, and the pricing approaches for urban, environmental and rural water users vary. Revenue raised from charges generally cover most IWRM activities although local nuances give rise to quite different outcomes. ","Way forward: ","Australia_651_2020_EN_Final_12.08.2020.docx"
"263","4.2c","Status description: International transboundary matters are not applicable in Australia.","Way forward: ","Australia_651_2020_EN_Final_12.08.2020.docx"
"264","4.2d","Status description: Since 2007–08, the Australian Government has committed almost $13 billion to implement water reforms in the Basin. Of this, more than $8 billion is committed specifically for irrigation infrastructure and efficiency programmes. The Murray–Darling Basin Authority (MDBA) manages the works that are undertaken across the Basin. The MDBA is a corporate Commonwealth entity (CCE) under The Public Governance, Performance and Accountability Act 2013 (PGPA Act) and does not receive direct appropriations. Instead, this funding passes through the Department of Agriculture, Water and Environment to the MDBA. The MDBA has two main sources of funding:Joint programs – where the MDBA receives funding to undertake activities on behalf of the Commonwealth and Basin States (New South Wales, Queensland, Victoria, South Australia and the Australian Capital Territory). A fixed contribution is made by Queensland and Australian Capital Territory Governments. The original parties contribute towards the joint program based on agreed principles which determine the cost shares of the annual budget depending on the consumption and benefit derived by each state. This ensures that the contributions by each Original Party is based on the objective of delivering benefits to the basin as a whole rather than a particular State.Commonwealth only funding – where the MDBA receives funding to implement the Basin Plan.","Way forward: To achieve the Sustainable Diversion Limits required under the Basin Plan, Basin States are responsible for implementing supply and constraints measures. All projects must be ready to enter into operation by 30 June 2024. The Australian Government is providing assistance of:up to $1.3 billion to support the implementation of the package of supply measuresup to $1.775 billion through the Water for the Environment Special Account for implementing constraints and efficiency measures","Australia_651_2020_EN_Final_12.08.2020.docx"
"265","1.1a","Status description: Water policy is a national competence in Austria. The Austrian water policy is comprehensively covered by the Austria Water Act 1959 (WRG), latest revised in 2017. Objectives for the protection of all water resources, which are duly monitored, are laid down in §30 WRG. https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10010290","Way forward: The Austrian water policy is highly inter-connected with EU water legislation, e.g. the EU Water Framework Directive or the EU Floods Directive, and other sectoral water-related or environmental legislation, which are periodically reviewed by the European Commission and revised as appropriate. ","Austria_651_2020_EN_Final_13.08.2020.docx"
"266","1.1b","Status description: Water policy is a national competence in Austria. The Austrian water policy is comprehensively covered by the Austria Water Act 1959 (WRG), latest revised in 2017. https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10010290In the feedback from stakeholder involvement some room for improvement according to enforcement of existing laws was highlighted. ","Way forward: The Austrian water policy is highly inter-connected with EU legislation, e.g. the EU Water Framework Directive or the EU Floods Directive, which is periodically reviewed by the European Commission and revised as appropriate. ","Austria_651_2020_EN_Final_13.08.2020.docx"
"267","1.1c","Status description: The first National River Basin Management Plan (RBMP) was set up in 2009 and reviewed in 2015/2016. The first Flood Risk Management Plan (FRMP) was set up in 2015. Both plans are based on the Austrian Water Act 1959 and in line with EU provisions. Each plan is setting milestones, on the way to a full achievement of several objectives according to given deadlines within the Framework Directives and other relevant legislation. Reviews and revisions of national plans are done every six years. For more information on the RBMP see: https://www.bmlrt.gv.at/wasser/wisa/fachinformation/ngp/ngp-2015.htmlFor more information on the FRMP see: https://www.bmlrt.gv.at/wasser/wisa/fachinformation/hochwasserrisiko/RMP-2015.htmlFor reasons of some setbacks in implementation of the RBMP2015 mainly due to suspended national funding of measures (also addressed under 4.1) a score of 80 was chosen.","Way forward: In 2021 updates of the RBMP and the FRMP are foreseen. According to the procedure enshrined in the Austrian Water Act in 2019 significant water management issues were published for public consultation, in the end of 2020 a Draft RBMP and a Draft FRMP should be published for public consultation until the updated RBMP and FRMP will be finalised in the end of 2021. ","Austria_651_2020_EN_Final_13.08.2020.docx"
"268","1.2a","Status description: According to the Austrian constitution water policy is a national competence in Austria under responsibility of the Federal Minister of Agriculture, Regions and Tourism (BMLRT). The 9 Federal States (Bundesländer) are implementing water policy on behalf of the Federal Minister. Coordination between state and federal state levels is ensured by regular coordination meetings on high level of water administration. National River Management Plans and Flood Risk Management Plans are developed in a process, which is defined in the Austrian Water Act, in lead of the Federal Ministry and in strong cooperation with the 9 Bundesländer.In line with answers to 1.1b and 1.1c a score of 80 was chosen.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"269","1.2b","Status description: The first National River Basin Management Plan (RBMP) was set up in 2009 and reviewed in 2015/2016. The first Flood Risk Management Plan (FRMP) was set up in 2015. Review and revision of national plans is foreseen every six years. Austria is a landlocked country. All national parts of the three big international river basin districts Danube (AT1000), Rhine (AT2000) and Elbe (AT5000), and therefore the entire Austrian territory, are covered by the Austrian RBMP. The National RBMP and the National FRMP are in line and coordinated with the international RBMPs and FRMPs for the Danube, the Rhine and the Elbe. Aquifers are enshrined in the agreements and plans.  For Danube RBMP see ICPDR Homepage: https://www.icpdr.org/main/activities-projects/river-basin-management-plan-update-2015 For Danube FRMP see ICPDR Homepage: https://www.icpdr.org/main/activities-projects/flood-risk-management For Rhine RBMP see ICPR Homepage: http://www.iksr.org/en/water-framework-directive/river-basin-management-plan/index.html For Rhine FRMP see ICPR Homepage: http://www.iksr.org/en/floods-directive/flood-risk-management-plan/index.html For Elbe RBMP see IKSE Homepage: http://www.ikse-mkol.org/en/eu-directives/water-framework-directive/international-management-plan-for-the-elbe-river-basin-district/ For Elbe FRMP see IKSE Homepage: http://www.ikse-mkol.org/en/eu-directives/flood-risk-management-directive/international-flood-risk-management-plan/All objectives within the national parts contribution to basin-wide agreements were consistently achieved and are periodically reviewed and revised.","Way forward: Updates of National and International RBMPs und FRMPs are foreseen in 2021.","Austria_651_2020_EN_Final_13.08.2020.docx"
"270","1.2c","Status description: Bilateral cross border water commissions with all relevant neighbour countries are in place and meeting on regular basis. Furthermore Austria is contracting party and active member in the International Commission for the protection of the Danube River (ICPDR) and observer in the river protection commissions for the Rhine (ICPR) and the Elbe (IKSE). River Basin Management Plans and Flood Risk Management Plans have been set up in close coordination with International River Protection Commissions. See also links under 1.2b ","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"271","1.2d","Status description: According to the Austrian constitution water policy is a national competence in Austria. The Austrian Water Act 1959 is a nationwide legislation obligating all people and organizations. For implementation of the Austrian Water Act the Governors of the 9 Bundesländer are acting on behalf of the Federal Minister.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"272","2.1a","Status description: According to Article 10(1) No. 10 of the Austrian constitution water policy is a national competence in legislation, implementation and enforcement. https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10000138Water resources and water management is under the responsibility of the Federal Minister of Agriculture, Regions and Tourism (BMLRT). See Annex to §2, Part 2, L, No. 7 Bundesministeriengesetz1986: https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10000873 National River Basin Management Plans (RBMP) and National Flood Risk Management Plans (FRMP) are published and revised regularly by the BMLRT on the legal basis of §55c, §55l and §55o Austrian Water Act 1959.Austrian Water Act 1959: https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10010290 For more information on the RBMP see:  https://www.bmlrt.gv.at/wasser/wisa/fachinformation/ngp.htmlFor more information on the FRMP see: https://www.bmlrt.gv.at/wasser/wisa/fachinformation/hochwasserrisiko.html","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"273","2.1b","Status description: The Federal Minister of Agriculture, Regions and Tourism has the leading role in issues concerning water resources and water management. Strong links are in place to the Ministry of Finance, the Ministry of Economic Affairs, the Ministry of Health (e.g. concerning Drinking Water and Bathing Water) and the Ministry of Climate Protection, Environment, Energy, Mobility, Innovation and Technology (e.g. concerning national waterways like the Danube river and concerning hydropower). Intergovernmental coordination and cooperation between Ministries is well established. Legislative actions or issues of general relevance are matter of decision in the Council of Ministers.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"274","2.1c","Status description: Public participation is according to §55m Austrian Water Act 1959 foreseen in several stages of the development and for the review of National River Basin Management Plans and National Flood Risk Management Plans. In general Laws and Regulations are issued in legally defined consultation and participation processes.","Way forward: Significant water management issues for the 3rd River Basin Management Plan 2021 (RBMP) are open for public consultation. The Draft RBMP 2021 and the Draft Floods Risk Management Plan 2021 will be open for public consultation end of 2020.","Austria_651_2020_EN_Final_13.08.2020.docx"
"275","2.1d","Status description: Stakeholders of the main umbrella organisations in the Austrian water sector are represented in regular round tables to contribute to strategic water management decision taking.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"276","2.1e","Status description: Several Technical Universities in Austria, the University of natural resources and life sciences in Vienna as well as colleges for higher education are preparing the ground for high level IWRM capacity in Austria. Furthermore, regular seminars for representatives of the entire water sector, training programmes for public administrators and information events on River Basin Management Plans and Flood Risk Management Plans on national, regional and local levels ensure highly effective outcomes.","Way forward: Work in progress.","Austria_651_2020_EN_Final_13.08.2020.docx"
"277","2.2a","Status description: River Basin Management Plans (enshrining aquifers) and Flood Risk Management Plans have been set up for all three international river basin districts relevant for Austria, i.e. RBD Danube, RBD, Rhine and RBD Elbe, and have been approved in Ministerial meetings. Work is coordinated by secretariats of each River Protection Commissions ICPDR, ICPR and IKSE. National River Basin Management Plans and Flood Risk Management Plans are embedded well within the framework provided by the roof plans on RBD level.","Way forward: Work in progress.","Austria_651_2020_EN_Final_13.08.2020.docx"
"278","2.2b","Status description: Public participation is according to §55m Austrian Water Act 1959 foreseen in several stages of the development and for the review of National River Basin Management Plans and National Flood Risk Management Plans. Laws and Regulations are issued in legally defined consultation and participation processes. On local level umbrella organizations of stakeholders usually play a strong role to coordinate the position of their interest groups. Representation of all concerned parties in permitting processes is ensured.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"279","2.2c","Status description: All Austrian citizens have the same rights with regard to water resources planning and management. No difference is made for vulnerable groups. All relevant information are provided free of charge and electronical publications are provided accessible for people with disabilities.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"280","2.2d","Status description: Article 7 of the Austrian Constitution declares the equalisation of men and women against the law. Federal government, Bundesländer and municipalities are bound on this fundamental requirement. HYPERLINK ""https://www.ris.bka.gv.at/GeltendeFassung/Bundesnormen/10000138/B-VG%2c%20Fassung%20vom%2005.07.2017.pdf"" https://www.ris.bka.gv.at/GeltendeFassung/Bundesnormen/10000138/B-VG%2c%20Fassung%20vom%2005.07.2017.pdf- Gender-equity is one of the basic principles enshrined in the Austrian Government-programme 2020-2024 https://www.bundeskanzleramt.gv.at/bundeskanzleramt/die-bundesregierung/regierungsdokumente.html- In the Federal Ministry of Agriculture, Regions and Tourism (BMLRT) a gender mainstreaming working group is established and an annual report is provided.- Four of seven heads of units in BMLRT Directorate General Water are women, as well as our Minister herself.   - An exchange network for female experts on disaster risk reduction, so called “Women exchange for disaster risk reduction (we4DRR)” established by the Ministry supports women working in research, policy and practitioners in the field of natural hazards and disaster risk reduction. http://www.naturgefahren.at/eu-internationales/we4DRR.html- Another network established by the Ministry responsible for climate change and the environment supports women in technical jobs. Several water experts are part of the network.  http://www.femtech.at/","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"281","2.2e","Status description: Austria is contracting party and active member in the International Commission for the protection of the Danube River (ICPDR) and observer in the river protection commissions for the Rhine (ICPR) and the Elbe (IKSE). Furthermore bilateral cross border water commissions with all relevant neighbour countries are in place and meeting on a regular basis. These Commissions covering all water issues on bilateral local and regional level and are coordinated by the Federal Ministry.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"282","2.2f","Status description: According to the Austrian constitution water policy is a national competence in Austria. The Austrian Water Act 1959 is a nationwide legislation.National River Basin Management Plans (RBMP) and Flood Risk Management Plans (FRMP) are designed and revised in a six years cycle due to defined processes, which are laid down in the Austrian Water Act 1959: RBMPs and FRMPs are drafted by the Federal Ministry and completed by the governors of the nine Bundesländer.Representatives of the Bundesländer as well as from the Federal Ministry form the delegation in bilateral water commissions.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"283","3.1a","Status description: Monitoring of water quantity and water quality has a long tradition in Austria.Dense networks of nationwide monitoring stations and programmes for surface waters and groundwaters steared on regional level by the Bundesländer are in place. Data are collected and stored on national level.  https://www.bmlrt.gv.at/wasser/wasserqualitaet/SchutzUeberwachung.html ","Way forward: Work in progress.","Austria_651_2020_EN_Final_13.08.2020.docx"
"284","3.1b","Status description: The main water management instruments in Austria are the National River Basin Management Plan (RBMP) and the Flood Risk Management Plan (FRMP) including the programmes of measures. Both are in place and reviewed and revised every six years. According to the RBMP2009 and the RBMP2015 all 138 groundwaterbodies and groups of groundwaterbodies are in good quantitative status. Austria in general is abundant of water. Overall in yearly average only 3% of the available water resources are used. For water abstraction as well as other water uses permits are needed. Reuse of water apart from large industrial uses is not an issue in Austria due to in general high availability of high quality freshwater. Nevertheless measures are taken to ensure water use efficiency which range from avoiding leakages in drinking water networks up to reuse in large water consuming industry.  ","Way forward: Water availability in some regions in future may affected by the effects of climate change. In an Austrian wide study the current and, considering impacts of climate change, the future rate of water abstractions for all Austrian groundwater bodies is evaluated. According to the availability of water quantity data is room for improvement.  ","Austria_651_2020_EN_Final_13.08.2020.docx"
"285","3.1c","Status description: All legislation in place. Permits are needed for all water uses (e.g. abstractions and discharges of water above levels of significance). Monitoring and control mechanisms are established. Fees in case of breaches are foreseen. However, reflecting the feedback form stakeholder involvement, enforcement could be improved.","Way forward: No changes foreseen. ","Austria_651_2020_EN_Final_13.08.2020.docx"
"286","3.1d","Status description: Major issue are basing on hydromorphological pressures and connected to ensure environmental flows I all surface waters, which are parts of the Program of Measures of the National River basin Management Plan. Water related ecosystems usually are part of Nature 2000 network and monitored under that framework.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"287","3.1e","Status description: National Flood Risk Management Plan has been set in place in 2015 and is reviewed and revised every six years.https://www.bmlrt.gv.at/wasser/wisa/fachinformation/hochwasserrisiko.html","Way forward: A Draft Flood Risk Management Plan 2021 is under preparation.","Austria_651_2020_EN_Final_13.08.2020.docx"
"288","3.2a","Status description: The first National River Basin Management Plan (RBMP) was set up in 2009 and reviewed in 2015/2016. The first Flood Risk Management Plan (FRMP) was set up in 2015. Austria is a landlocked country. All national parts of the three international river basin districts Danube (AT1000), Rhine (AT2000) and Elbe (AT5000), and therefore the entire Austrian territory, are covered by the Austrian RBMP. The National RBMP and the National FRMP are in line and coordinated with the international RBMPs and FRMPs for the Danube, the Rhine and the Elbe.For Danube RBMP see ICPDR Homepage: https://www.icpdr.org/main/activities-projects/river-basin-management-plan-update-2015For Danube FRMP see ICPDR Homepage:  HYPERLINK ""https://www.icpdr.org/main/activities-projects/flood-risk-management"" https://www.icpdr.org/main/activities-projects/flood-risk-managementFor Rhine RBMP see ICPR Homepage: https://www.iksr.org/en/eu-directives/european-water-framework-directive/river-basin-management-planFor Rhine FRMP see ICPR Homepage: https://www.iksr.org/en/eu-directives/floods-directive/flood-risk-management-planFor Elbe RBMP see IKSE Homepage:  HYPERLINK ""http://www.ikse-mkol.org/en/eu-directives/water-framework-directive/international-management-plan-for-the-elbe-river-basin-district/"" http://www.ikse-mkol.org/en/eu-directives/water-framework-directive/international-management-plan-for-the-elbe-river-basin-district/For Elbe FRMP see IKSE Homepage: https://www.ikse-mkol.org/en/eu-directives/flood-risk-management-directive/international-flood-risk-management-plan/","Way forward: Review and revision of national and international plans is foreseen every six years. Drafts reviews of the Austrian RBMP 2021 and the FRMP 2021 are under preparation.","Austria_651_2020_EN_Final_13.08.2020.docx"
"289","3.2b","Status description: National River Basin Management Plan (RBMP) is in place and reviewed and revised every six years. The RBMP covers the entire territory and all types of waters, including aquifers. According to the RBMP2009 and the RBMP2015 all 138 groundwaterbodies and groups of groundwaterbodies are in good quantitative status. Stakeholder involvement is organised in the participation process of the RMBP development.","Way forward: Water availability in some regions in future may affected by the effects of climate change. In an Austrian wide study the current and, considering impacts of climate change, the future rate of water abstractions for all Austrian groundwater bodies is evaluated. The process for Draft RBMP 2021 is on track.","Austria_651_2020_EN_Final_13.08.2020.docx"
"290","3.2c","Status description: In Austria for environmental data an open data policy is in place. All water data are publicly available via the Water Information System Austria (WISA).  ","Way forward: No changes foreseen. https://www.bmlrt.gv.at/wasser/wisa.html","Austria_651_2020_EN_Final_13.08.2020.docx"
"291","3.2d","Status description: In Austria for environmental data an open data policy is in place. All water data are publicly available via the Water Information System Austria (WISA). Reported data addressing EU obligations are additionally available through the Water Information System for Europe (WISE). Data exchange within the international river basin districts is organised by the International River Protection Commissions ICPDR (RBD Danube), ICPR (RBD Rhine), IKSE (RBD Elbe).  ","Way forward: Work in progress.","Austria_651_2020_EN_Final_13.08.2020.docx"
"292","4.1a","Status description: In general, the polluter-pays-principle is applied in Austria. Financial incentives are in place for e.g. flood protection measures and IWRM. Important funding for ecological measures under the RBMP2015 are still outstanding.","Way forward: Ongoing negotiations between the responsible Line-Ministry and the Ministry of finance. ","Austria_651_2020_EN_Final_13.08.2020.docx"
"293","4.1b","Status description: Regular budgets for IWRM covering costs for administrative staff at national and regional levels, studies, emergency measures and capacity building.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"294","4.2a","Status description: In general the polluter-pays-principle is applied in Austria. Financial incentives are in place for e.g. flood protection measures and IWRM. Part of the national financial support systems is covered by funding systems of the Bundesländer.","Way forward: Ongoing negotiations between the Ministry of finance and the Bundesländer.","Austria_651_2020_EN_Final_13.08.2020.docx"
"295","4.2b","Status description: Full cost recovery of water services (water supply and wastewater discharge and treatment) under responsibility of the municipalities is in place. All environmental costs are covered in charges for water services. Beyond this no charges for water abstraction or water pollution are established or necessary.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"296","4.2c","Status description: Financing Costs of the secretariats of international River Protection Commissions are covered by national contributions.","Way forward: Financial contributions for International River Protection Commissions are ensured.","Austria_651_2020_EN_Final_13.08.2020.docx"
"297","4.2d","Status description: Costs of bilateral Commissions for coordination of water management issues is covered by the Bundesländer.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"298","1.1a","Status description: Work was carried to develop Water Strategy and related Action Plan by support of UNECE, EU, OECD  and other doors ,which is fully based at IWRM principles and is at adoption stage. In 2020 was created water commission to improve water management.  ","Way forward: It is expected that Commission will use Water Strategy as a main document towards application of IWRM principles","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"299","1.1b","Status description:  Above water strategy includes needed mechanism and platform for application of IWRM principles","Way forward: National Water Strategy and recently Created Water Commission ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"300","1.1c","Status description: There is action plan prepared by Water Commission on action needed to be implemented by 2021-2022. ","Way forward: Discussions are ongoing with EU, UNDP and other organizations in relation to above plan, which also contains item on  implementation of National Water Strategy  ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"301","1.2a","Status description: Pilot RBMP in upper Kura basin is developed by support of EU but because of lack of legal and institutional settings not implemented yet","Way forward: New Water Strategy to be adopted considers development of mechanism on application of basin approach based on EU WFD and IWRM principles ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"302","1.2b","Status description: Pilot RBMP in upper Kura basin is developed by support of EU but because of lack of legal and institutional settings not implemented yet","Way forward: New Water Strategy to be adopted considers development of mechanism on application of basin approach based on EU WFD and IWRM principles ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"303","1.2c","Status description: There are ongoing bilateral cooperation with Russia and Iran on joint use of transboundary waters and similar draft on cooperation with Georgia is prepared but not signed yet ","Way forward: It is expected to sign agreement with Georgia on cooperation in the sphere of transboundary water management","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"304","1.2d","Status description: mechanism on application of basin approach and other secondary legislation in relation to IWRM application need to be developed","Way forward: New Water Strategy to be adopted considers development of mechanism on application of basin approach and other secondary legislation according to EU WFD and IWRM principles","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"305","2.1a","Status description: In 2020 to improve water management by the Presidential Decree was created   Water Commission and new division on water management is created within MENR.","Way forward: Creation of above institutions will facilitate implementation of Water Strategy and other actions related to IWRM approach ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"306","2.1b","Status description: Water Commission significantly advanced cross-sectoral coordination, conducting meetings, and preparation of joint reports ","Way forward: By coordination of Water Commission it is expected that agencies will work together to implement Water Strategy and action plans by Commission","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"307","2.1c","Status description:  Work is being carried by MENR and other agencies at national level and by their regional offices at local level to participate in water protection activities ","Way forward:  New Water Strategy to be adopted considers development of mechanism on public participation in water management according to  EU WFD and IWRM principles","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"308","2.1d","Status description: Currently drinking and irrigation water supply is being carried by JSCs run by government ","Way forward: incoming years it is  expected that at private companies will actively participate in above sectors and also in implementation of RBMs  to be developed ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"309","2.1e","Status description: By support of UNDP Kura project was created educational programs on IWRM and also Water Strategy considers IWRM capacity building actions as well","Way forward:  Adoption of Water Strategy will be significant step towards IWRM capacity building","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"310","2.2a","Status description: This kind of work was done only at donor supported projects level in pilot river basins  ","Way forward:  Adoption of Water Strategy will be significant step towards application of basin approach in different basin districts","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"311","2.2b","Status description:  In pilot basin areas under EU, UNDPGEF, USAID,OSCE  supported projects  on development of RBMPs in upper Kura basin of Azerbaijan engaged different stakeholder groups and general population to discuss and comment on RBMPs ","Way forward: Adoption of Water Strategy will be significant step towards application of basin approach in different basin districts by wider public participation","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"312","2.2c","Status description: Communities suffered from flooding or droughts participate in actions to minimise scale of their negative impact    ","Way forward: ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"313","2.2d","Status description: This is in attention of all who are engaged to water management and protection work at national and regional level. National legislation on environment protection and public participation also Water Strategy considers this element. ","Way forward: Adoption of Water Strategy will be significant step towards gender aspects of application of IWRM approach at national and   in different basin districts ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"314","2.2e","Status description: There are some   commissions and working groups created on bilateral setting with Iran and Russia on joint use and protection of transboundary waters   ","Way forward: ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"315","2.2f","Status description: Some regional offices of MENR and Amelioration JSC conduct some activities towards water management by use of IWRM approach    ","Way forward: Adoption of Water Strategy will be significant step towards application of IWRM approach at different basin districts level ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"316","3.1a","Status description: There is net of water monitoring to assess water availability which is currently being rehabilitated by automatic equipment  ","Way forward: Further improvement and extension of monitoring network will be continued to allow to develop and apply hydrological models   ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"317","3.1b","Status description: Work is being carried towards improvement of irrigation and drinking water supply infrastructure to reduce water losses. In pilot area is beeing applied modern irrigation technologies and drip irrigation ","Way forward: Above work will be continued by application of economic instrument and also tariff reforms and also through conducting of awareness rising work  ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"318","3.1c","Status description: Waste waters from residential areas, industries and other sectors is now being discharged to water sources by special permissions after due treatment. ","Way forward:  There is need to upgrade permission system and regulations according to IWRM requirements to improve pollution control ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"319","3.1d","Status description:  Some water saving and protection work is being carried to improve state of water related ecosystems, but unfortunately still in result of uncontrolled water use and waste water discharges  some water bodies related ecosystems  aren’t in good status   because of not meeting environmental flow and other requirements ","Way forward: Application of water strategy is expected to allow to improve status of water related ecosystems ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"320","3.1e","Status description: Currently wide place in this sphere is given to structural work to combat flooding, mud flows  etc. ","Way forward: I Adoption of Water Strategy will be significant step towards application of non structural methods  to reduce impacts of water-related disasters","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"321","3.2a","Status description:  Use of basin level management instruments is limited and only through short-term / ad-hoc projects.","Way forward: Adoption of Water Strategy will be significant step towards application of basin approach in different basin districts","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"322","3.2b","Status description: Use of aquifer level management instruments is limited and only through short-term / ad-hoc projects.","Way forward: Adoption of Water Strategy will be significant step towards application of aquifer level management instruments  ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"323","3.2c","Status description: Limited data and information sharing on an ad-hoc basis.","Way forward:  Adoption of Water Strategy will be significant step towards setting of data and information sharing arrangements implemented on a more long-term basis, with very good coverage across sectors and the country.","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
